accession	species	ST	Bla_acquired	Bla_ESBL_acquired	Bla_Carb_acquired	AGly_acquired	Flq_acquired	Tet_acquired	Sul_acquired	virulence_score	resistance_score
SRR12072641	Klebsiella pneumoniae	ST437	TEM-1D.v1^	CTX-M-15	NDM-1	aac(6')-Ib;aadA*;aph3-Ia.v1^;rmtF	qnrS1	-	sul1	0	2
SRR12149865	Klebsiella pneumoniae	ST3228	LAP-2;TEM-1D.v1^	CTX-M-14;CTX-M-15	NDM-1	aac(3)-IId^;aadA2^;armA;strB.v1	qnrS1^	tet(A).v2;tet(C)	sul2	0	2
SRR12204420	Klebsiella pneumoniae	ST231-1LV	TEM-1D.v1^	-	OXA-232	aac(6')-Ib;rmtF	qnrS1	-	-	1	2
SRR12233387	Klebsiella pneumoniae	ST193	-	-	-	aac(3)-IV^;aadA2^;aph(4)-Ia;aph3-Ia.v1^	-	tet(A).v1	sul2	3	0
SRR12233458	Klebsiella pneumoniae	ST86	-	-	-	-	-	-	-	4	0
SRR12233477	Klebsiella pneumoniae	ST65	-	-	-	-	-	-	-	5	0
SRR12233510	Klebsiella pneumoniae	ST4081	-	-	-	aac(6')-Ib-cr.v2;aadA16*	qnrB6^	tet(D)*	sul1;sul1	0	0
SRR12233546	Klebsiella pneumoniae	ST592	-	-	-	-	-	-	-	3	0
SRR12233556	Klebsiella pneumoniae	ST375	-	-	-	-	-	-	-	3	0
SRR12233557	Klebsiella pneumoniae	ST23	-	-	-	-	-	-	-	5	0
SRR12233558	Klebsiella pneumoniae	ST65	-	-	-	-	-	-	-	3	0
SRR12233576	Klebsiella africana	0	-	-	-	-	-	-	-	0	0
SRR12233580	Klebsiella africana	ST2831-2LV	-	-	-	-	-	-	-	1	0
SRR12233583	Klebsiella africana	ST2831-2LV	-	-	-	-	-	-	-	1	0
SRR12233594	Klebsiella pneumoniae	ST654-2LV	-	-	-	-	-	-	-	0	0
SRR12267772	Klebsiella pneumoniae	ST134	-	-	-	-	-	-	-	0	0
SRR12267791	Klebsiella pneumoniae	ST788	-	-	-	-	-	-	-	0	0
SRR12267792	Klebsiella pneumoniae	ST788	-	-	-	-	-	-	-	0	0
SRR12267798	Klebsiella pneumoniae	ST485	-	-	-	-	-	-	-	0	0
SRR12329568	Klebsiella pneumoniae	ST111	TEM-1D.v1^	-	KPC-3*	-	-	-	-	1	2
SRR12352145	Klebsiella pneumoniae	ST20	-	-	NDM-7	-	-	-	-	0	2
SRR12462374	Klebsiella pneumoniae	ST556	OXA-1;OXA-9.v1;TEM-1D.v1^	CTX-M-15	NDM-1	aac(6')-Ib'.v1;aadA*;aph(3')-VI;strA.v1^;strB.v1	qnrB1.v2^;qnrS1	tet(A).v1;tet(D)	sul2	0	2
SRR12508583	Klebsiella pneumoniae	ST16	OXA-1	CTX-M-15	-	aac(6')-Ib-cr.v2;aadA2^;aph3-Ia.v1^	-	tet(A).v1	sul1	1	1
SRR12508644	Klebsiella pneumoniae	ST883	-	-	-	-	-	-	-	0	0
SRR12508858	Klebsiella pneumoniae	ST252	OXA-2	-	-	ant(2'')-Ia	qnrB3^	-	sul1*	0	0
SRR12508886	Klebsiella quasipneumoniae subsp. similipneumoniae	ST384	-	SHV-7^	KPC-2	ant(2'')-Ia	qnrS1	-	-	0	2
SRR12508910	Klebsiella quasipneumoniae subsp. similipneumoniae	ST1330-1LV	OXA-1	CTX-M-15	KPC-2*	aac(6')-Ib-cr.v2	qnrB1.v2^	-	-	0	3
SRR12508938	Klebsiella pneumoniae	ST466	TEM-1D.v1^	-	-	aadA5	-	-	sul1	1	0
SRR12509344	Klebsiella pneumoniae	ST1496	LAP-2	-	KPC-3	aac(6')-Ib'.v1	qnrS1	-	-	1	2
SRR12509360	Klebsiella pneumoniae	ST13-1LV	TEM-1D.v1^	CTX-M-15	-	aac(6')-Ib'.v1;strA.v1^;strB.v1	qnrB1.v2^	-	sul2	1	1
SRR12509411	Klebsiella pneumoniae	ST111	TEM-1D.v1^	-	KPC-2	-	-	tet(D)	-	0	2
SRR12509448	Klebsiella pneumoniae	ST340	TEM-1D.v1^	-	KPC-3	aac(3)-IV;aadA2^;aph(4)-Ia	-	-	sul1	0	2
SRR12509532	Klebsiella pneumoniae	ST392	OXA-1	CTX-M-15	-	aac(3)-IIa.v1^;strB.v1	-	-	-	0	1
SRR12517511	Klebsiella quasipneumoniae subsp. similipneumoniae	ST1308	-	-	-	-	qnrS1	-	-	0	0
SRR12569230	Klebsiella quasipneumoniae subsp. quasipneumoniae	ST1416	OXA-9.v1;TEM-1D.v1^	CTX-M-15	NDM-1	aac(6')-Ib'.v1;aadA*;aph(3')-VI	qnrS1	-	-	0	2
SRR12569238	Klebsiella pneumoniae	ST584	TEM-1D.v1^	CTX-M-15	-	strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	1
SRR12569239	Klebsiella pneumoniae	ST376	-	CTX-M-14^	OXA-48	aac(3)-IIa.v1;aac(6')-Ib;aph(3')-Ia;aph(3')-VI*;rmtF;strA.v1;strB.v1	qnrB1.v1	tet(A).v1*;tet(B).v2*	sul1	3	2
SRR12569949	Klebsiella pneumoniae	ST39	TEM-1D.v1^	CTX-M-15	NDM-1	aac(3)-IIa.v1;aph(3')-VI;strA.v1*;strB.v1*	qnrS1	tet(D)	sul2	1	2
SRR12569970	Klebsiella pneumoniae	ST323	TEM-1D.v1^	CTX-M-15	OXA-48	strA.v1^;strB.v1	-	tet(A).v1	sul2	0	2
SRR12569971	Klebsiella pneumoniae	ST147-1LV	OXA-1;OXA-9.v1;TEM-1D.v1^	CTX-M-15	NDM-1	aadA*;aadA2^;aph(3')-VI	qnrS1	-	sul1	1	2
SRR12569979	Klebsiella pneumoniae	ST38-1LV	OXA-1;TEM-1D.v1^	CTX-M-15	OXA-232	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1*	sul2^	1	3
SRR12569990	Klebsiella pneumoniae	ST231	TEM-104?	CTX-M-15	OXA-232	aac(6')-Ib;aadA2^;rmtF	qnrS1	-	sul1	4	2
SRR12570029	Klebsiella pneumoniae	ST340	OXA-1;TEM-1D.v1^	CTX-M-15	NDM-1	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA^;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul1;sul2;sul3	0	2
SRR12570048	Klebsiella pneumoniae	ST983	OXA-1;TEM-1D.v1^	CTX-M-15	OXA-48	aac(3)-IIa.v1^;strA.v1^;strB.v1	qnrB1.v2^	-	sul2	0	2
SRR12570049	Klebsiella pneumoniae	ST420	-	CTX-M-14^	OXA-48	strA.v1;strB.v1	-	-	-	4	2
SRR12627522	Klebsiella pneumoniae	ST17	OXA-10;TEM-1D.v1^	CTX-M-14^	NDM-1	aac(6')-Il;aph(3')-VI	qnrS1	-	sul1;sul2	1	2
SRR12653694	Klebsiella pneumoniae	ST105	-	-	-	-	-	-	-	1	0
SRR12653696	Klebsiella pneumoniae	ST4123	-	-	-	-	-	-	-	0	0
SRR12653713	Klebsiella pneumoniae	ST192	-	-	-	-	-	-	-	1	0
SRR12653715	Klebsiella pneumoniae	ST192	-	-	-	-	-	-	-	1	0
SRR12653727	Klebsiella pneumoniae	ST4090	-	-	-	-	-	-	-	0	0
SRR12653732	Klebsiella pneumoniae	ST200	-	-	-	-	-	-	-	0	0
SRR12653737	Klebsiella pneumoniae	ST1758	-	-	-	-	-	-	-	0	0
SRR12653739	Klebsiella pneumoniae	ST1728	-	-	-	-	-	-	-	0	0
SRR12653741	Klebsiella pneumoniae	ST306	-	-	-	-	-	-	-	0	0
SRR12653758	Klebsiella pneumoniae	ST632	-	-	-	-	-	-	-	0	0
SRR12653764	Klebsiella pneumoniae	ST611	-	-	-	-	-	-	-	0	0
SRR12707162	Klebsiella variicola subsp. variicola	ST1980	-	-	KPC-3	ant(2'')-Ia	qnrA1	-	sul1;sul1	0	2
SRR12707171	Klebsiella pneumoniae	ST788	-	-	KPC-3	strA.v1;strB.v1	-	-	-	0	2
SRR12707231	Klebsiella variicola subsp. variicola	ST1980	OXA-9.v1;TEM-1D.v1^	SHV-7^	KPC-3	aac(6')-Ib'.v1*;aadA*;ant(2'')-Ia	qnrA1	-	sul1;sul1	0	2
SRR12761593	Klebsiella variicola subsp. variicola	ST250	-	-	-	-	-	-	-	0	0
SRR12763993	Klebsiella pneumoniae	ST629	OXA-9.v1;TEM-1D.v1^	-	-	aac(6')-Ib'.v1*;aadA*;ant(2'')-Ia	qnrA1	-	sul1;sul1	0	0
SRR12763996	Klebsiella pneumoniae	ST37	TEM-1D.v1^	CTX-M-15	-	aac(6')-Ib-cr.v2;aadA16*	qnrB6^	tet(A).v1	sul1;sul1	0	1
SRR12764012	Klebsiella pneumoniae	ST405	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	-	sul2	1	1
SRR12764041	Klebsiella pneumoniae	ST2623	-	-	-	-	-	-	-	0	0
SRR12783033	Klebsiella pneumoniae	ST218	OXA-1;TEM-1D.v1^	CTX-M-15	OXA-244	aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	4	2
SRR12783042	Klebsiella pneumoniae	ST218	OXA-1;TEM-1D.v1^	CTX-M-15	OXA-244	aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	4	2
SRR12783044	Klebsiella pneumoniae	ST218-1LV	OXA-1;TEM-1D.v1^	CTX-M-15	OXA-244	aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	4	2
SRR12795826	Klebsiella pneumoniae	ST943	-	-	-	-	-	-	-	0	0
SRR12898951	Klebsiella pneumoniae	ST399-1LV	TEM-1D.v1^	CTX-M-15	NDM-1	aac(3)-IIa.v1^	qnrB1.v1	-	-	0	2
SRR12898968	Klebsiella pneumoniae	ST73	TEM-1	CTX-M-15	NDM-5	aac(6')-Ib'.v1;aadA*;aph(3')-VI	qnrS1	-	-	1	2
SRR12902487	Klebsiella pneumoniae	ST258-1LV	TEM-104*?	-	KPC-2	aac(6')-Ib'.v1;aadA2^	-	-	sul1	0	2
SRR12902517	Klebsiella pneumoniae	ST258	OXA-9.v1;TEM-1D.v1^	-	KPC-3	aac(3)-IV;aph(4)-Ia;strA.v1^;strB.v1	-	-	sul1;sul2;sul3	0	2
SRR12902594	Klebsiella pneumoniae	ST273-1LV	OXA-9.v1;TEM-1D.v1^	-	KPC-3	aac(3)-IId^;aac(6')-Ib'.v1;aadA*	qnrS1	-	-	1	2
SRR12902598	Klebsiella pneumoniae	ST48-1LV	TEM-1D.v1^	-	KPC-3	-	qnrS1	tet(D)	-	2	2
SRR12902600	Klebsiella pneumoniae	ST273-1LV	OXA-9.v1;TEM-1D.v1^	-	KPC-3	aac(3)-IId^;aac(6')-Ib'.v1;aadA*	qnrS1	-	-	1	2
SRR12902690	Klebsiella pneumoniae	ST299-1LV	TEM-1D.v1^	-	KPC-2;VIM-4	aac(6')-Ib7*	qnrA1	-	sul1;sul1	2	2
SRR12902738	Klebsiella pneumoniae	ST392	TEM-1D.v1^	CTX-M-15	-	strA.v1^;strB.v1	qnrB1.v2^	-	sul2	1	1
SRR12902743	Klebsiella pneumoniae	ST105	-	-	-	-	-	-	-	0	0
SRR12903830	Klebsiella quasipneumoniae subsp. quasipneumoniae	ST3537	-	-	NDM-5	-	-	-	-	0	2
SRR12903841	Klebsiella quasipneumoniae subsp. quasipneumoniae	ST3537	-	-	NDM-5	-	-	-	-	0	2
SRR12921199	Klebsiella pneumoniae	ST147	TEM-1D.v1^	CTX-M-15	-	aac(3)-IId^	qnrB1.v1	-	sul1	0	1
SRR12921210	Klebsiella pneumoniae	ST2108	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	1	1
SRR12956287	Klebsiella pneumoniae	ST16	OXA-1;OXA-9.v1;TEM-1D.v1^	SHV-12	KPC-3	aac(3)-IId^;aac(6')-Ib'.v1;aadA*;aadA5;strA.v1^;strB.v1	-	tet(A).v1	sul1;sul2	5	2
SRR12956299	Klebsiella pneumoniae	ST327	OXA-10	-	-	aadA*	qnrB4	-	sul1;sul2	1	0
SRR12956355	Klebsiella pneumoniae	ST327	OXA-10	SHV-12	KPC-3	aadA*	qnrB4	-	sul1;sul2	1	3
SRR12956356	Klebsiella pneumoniae	ST327	OXA-10	-	KPC-3	aadA*	qnrB4	-	sul1;sul2	1	3
SRR12956363	Klebsiella pneumoniae	ST13	OXA-9.v1;TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1;aadA*;strA.v1^;strB.v1	-	-	sul2	2	2
SRR12956411	Klebsiella pneumoniae	ST13	OXA-9.v1	-	KPC-3	aac(6')-Ib'.v1;aadA*	-	-	sul2	2	2
SRR12956461	Klebsiella pneumoniae	ST13-1LV	OXA-9.v1	-	KPC-3	aac(6')-Ib'.v1;aadA*	-	-	sul2	2	2
SRR12956482	Klebsiella pneumoniae	ST13	OXA-9.v1;TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1;aadA*;strA.v1^;strB.v1	-	-	sul2	2	2
SRR12956503	Klebsiella pneumoniae	ST874	OXA-9.v1;TEM-1D.v1^	CTX-M-15	KPC-3	aac(6')-Ib'.v1;aph3-Ia.v1^;strA.v1^;strB.v1	-	-	sul1;sul2	0	2
SRR12956567	Klebsiella pneumoniae	ST327	OXA-10;TEM-1D.v1^	SHV-12	KPC-3	aac(3)-IV*;aph(4)-Ia*;strA.v1^;strB.v1	qnrB4	-	sul1;sul2;sul3	1	3
SRR12956582	Klebsiella pneumoniae	ST14	TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1;aadA*;strA.v1^;strB.v1	-	-	sul2	1	2
SRR12956584	Klebsiella pneumoniae	ST13-1LV	OXA-9.v1	-	KPC-3	aac(6')-Ib'.v1;aadA*	-	-	sul2	2	2
SRR12956610	Klebsiella pneumoniae	ST327	OXA-10	SHV-12	-	aadA*	qnrB4	-	sul1;sul2	1	1
SRR12956689	Klebsiella pneumoniae	ST13-1LV	OXA-9.v1	-	KPC-3	aac(6')-Ib'.v1;aadA*	-	-	sul2	2	2
SRR12998294	Klebsiella variicola subsp. variicola	ST347	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	1
SRR12998301	Klebsiella variicola subsp. variicola	ST347	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	1
SRR12998327	Klebsiella variicola subsp. variicola	ST347	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	1
SRR13057512	Klebsiella pneumoniae	ST231	TEM-1D.v1^	CTX-M-15	OXA-232	aac(6')-Ib;aadA2^	qnrS1	-	sul1	4	2
SRR13065936	Klebsiella pneumoniae	ST66	-	-	-	-	-	-	-	5	0
SRR13077250	Klebsiella pneumoniae	ST76	DHA-1;OXA-1	-	-	aac(6')-Ib-cr.v2^;aadA2^	qnrB1.v2^;qnrB4	tet(D)	sul1;sul2	0	0
SRR13077298	Klebsiella quasipneumoniae subsp. similipneumoniae	ST1490	DHA-1	CTX-M-9	-	aadA5	qnrB4	-	sul1	0	1
SRR13077312	Klebsiella pneumoniae	ST1449	-	-	NDM-1	-	-	-	-	0	2
SRR13077370	Klebsiella pneumoniae	ST661	DHA-1	-	-	aadA2^;aadA^;aph3-Ia.v1^	qnrB4	-	sul1;sul3	0	0
SRR13077385	Klebsiella pneumoniae	ST3627	DHA-1;OXA-1	CTX-M-15	-	aac(6')-Ib-cr.v2;aadA2^	qnrB4	tet(A).v1	sul1;sul1	1	1
SRR13077437	Klebsiella quasipneumoniae subsp. similipneumoniae	ST4226-3LV	OXA-1	-	NDM-1;OXA-48	aac(6')-Ib;rmtF^	qnrS2	-	-	0	2
SRR13077456	Klebsiella pneumoniae	ST273	DHA-1;LAP-2;OXA-1	-	-	aph3-Ia.v1^;strA.v1;strB.v1	qnrB4;qnrS1	-	sul1;sul1;sul2	0	0
SRR13081098	Klebsiella pneumoniae	ST219	-	CTX-M-15	NDM-1	aadA2^;aph(3')-VI;aph3-Ia.v1^;strA.v1*;strB.v1*	qnrS1	-	sul1;sul2	0	2
SRR13081101	Klebsiella pneumoniae	ST219	-	CTX-M-15	NDM-1	aadA2^;aph(3')-VI;aph3-Ia.v1^;strA.v1*;strB.v1*	qnrS1	-	sul1;sul2	0	2
SRR13081113	Klebsiella pneumoniae	ST35	TEM-1D.v1^	CTX-M-15	NDM-5	aadA2^;rmtB	-	-	sul1	1	2
SRR13085638	Klebsiella pneumoniae	ST258	OXA-9.v1;TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1;aadA*;strA.v1^;strB.v1	-	-	sul2	2	2
SRR13085689	Klebsiella pneumoniae	ST258	OXA-9.v1	-	-	aac(6')-Ib'.v1*;aadA*;aadA2^;strA.v1^;strB.v1^	-	-	sul1;sul2	2	0
SRR13085690	Klebsiella pneumoniae	ST258	-	SHV-12	-	aac(6')-Ib'.v1;aph3-Ia.v1^	-	-	sul1	0	1
SRR13087647	Klebsiella pneumoniae	ST3359	OXA-9.v1;TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1;strA.v1^;strB.v1	-	-	sul1;sul2	0	3
SRR13087648	Klebsiella pneumoniae	ST258-1LV	OXA-9.v1;TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1*;aadA*;strA.v1^;strB.v1	-	-	sul2	2	2
SRR13087653	Klebsiella pneumoniae	ST2096	OXA-1;TEM-1D.v1^	CTX-M-15	OXA-232	aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2	-	tet(D)	sul1	4	2
SRR13088640	Klebsiella pneumoniae	ST147-1LV	OXA-1;OXA-9.v1;TEM-1D.v1^	CTX-M-15	NDM-1	aac(6')-Ib'.v1;aac(6')-Ib-cr.v2;aadA*;aph(3')-VI	qnrS1	-	sul1	1	2
SRR13118766	Klebsiella pneumoniae	ST219	TEM-1	CTX-M-15^	NDM-1	aac(6')-Ib'.v1;aadA*;aadA2^;aph(3')-VI;aph3-Ia.v1^;strA.v1*;strB.v1*	qnrS1	-	sul1;sul2	1	2
SRR13119854	Klebsiella pneumoniae	ST258	TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1;aadA5;strA.v1^;strB.v1*	-	tet(A).v1	sul1;sul2	0	2
SRR13119955	Klebsiella pneumoniae	ST134	CARB-2.v1^;FOX-5;OXA-9.v1;TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1*;aadA*;aadA2	qnrA1	-	sul1;sul1	0	2
SRR13119965	Klebsiella pneumoniae	ST134	CARB-2.v1^;OXA-9.v1;TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1*;aadA*;aadA2	qnrA1	-	sul1;sul1	0	2
SRR13119970	Klebsiella pneumoniae	ST134	CARB-2.v1^;FOX-5;OXA-9.v1;TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1*;aadA*;aadA2	-	-	sul1	0	2
SRR13119973	Klebsiella pneumoniae	ST134	CARB-2.v1^;FOX-5;OXA-9.v1;TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1*;aadA*;aadA2	qnrA1	-	sul1;sul1	0	2
SRR13119982	Klebsiella pneumoniae	ST134	CARB-2.v1^;FOX-5;OXA-9.v1;TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1*;aadA*;aadA2	-	-	sul1	0	2
SRR13119984	Klebsiella pneumoniae	ST134	CARB-2.v1^;FOX-5;OXA-9.v1;TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1*;aadA*;aadA2	qnrA1	-	sul1;sul1	0	2
SRR13129370	Klebsiella pneumoniae	ST3359	OXA-9.v1;TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1*;strA.v1^;strB.v1	-	-	sul1;sul2	0	2
SRR13130470	Klebsiella pneumoniae	ST3359	OXA-9.v1;TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1*;aadA2^;strA.v1^;strB.v1	-	-	sul1;sul2	2	3
SRR13130547	Klebsiella pneumoniae	ST1481	OXA-10	SHV-12	KPC-2	aac(6')-IIc;aac(6')-Ib'.v1?;aadA*;aadA2	qnrB4	-	sul1;sul2	0	2
SRR13130552	Klebsiella pneumoniae	ST1481	OXA-10	SHV-12	KPC-2	aac(6')-IIc;aac(6')-Ib'.v1?;aadA2	qnrB4	-	sul1;sul2	0	2
SRR13130557	Klebsiella pneumoniae	ST45	-	-	KPC-3	-	-	tet(D)	sul1	1	2
SRR13156868	Klebsiella pneumoniae	ST163	-	-	KPC-3	-	qnrS1	-	-	0	2
SRR13156872	Klebsiella pneumoniae	ST17	OXA-9.v1;TEM-1D.v1^	-	KPC-3	aac(3)-IIa.v1^;aac(6')-Ib'.v1*;aadA*;aadA2^;strA.v1^;strB.v1	qnrB2.v1^	-	sul1;sul1;sul2	1	2
SRR13158538	Klebsiella pneumoniae	ST252	-	-	-	-	-	-	-	0	0
SRR13158549	Klebsiella pneumoniae	ST3392-1LV	TEM-1D.v1^	CTX-M-15	NDM-1;OXA-232	aac(6')-Ib;aadA*;aph3-Ia.v1^;armA;rmtF;sat-2	qnrS1	tet(A).v1	sul1	4	2
SRR13181752	Klebsiella pneumoniae	ST133	-	SHV-12	KPC-3	aac(6')-IIc*;aadA2^	qnrB4	-	sul1;sul2	0	2
SRR13181755	Klebsiella pneumoniae	ST659	TEM-1D.v1^	-	KPC-2	-	-	-	-	0	2
SRR13181873	Klebsiella pneumoniae	ST1923	-	-	-	-	-	-	-	0	0
SRR13182850	Klebsiella pneumoniae	ST45	OXA-9.v1	-	KPC-3	aac(6')-Ib'.v1*;aadA*	-	tet(D)	-	1	2
SRR13182946	Klebsiella pneumoniae	ST983	OXA-1	CTX-M-15	NDM-5	aac(3)-IIa.v1^;aac(6')-Ib'.v1;aadA*;aph(3')-VI;strA.v1^;strB.v1	qnrB1.v2^;qnrS1	-	sul2	3	2
SRR13227854	Klebsiella pneumoniae	ST587	-	-	-	-	-	-	-	0	0
SRR13227871	Klebsiella pneumoniae	ST587	-	-	-	-	-	-	-	0	0
SRR13227877	Klebsiella pneumoniae	ST587	-	-	-	-	-	-	-	0	0
SRR13227923	Klebsiella pneumoniae	ST983	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	1
SRR13227930	Klebsiella pneumoniae	ST327	-	-	-	-	-	-	-	0	0
SRR13228272	Klebsiella pneumoniae	ST950-1LV	-	-	-	-	-	-	-	0	0
SRR13228296	Klebsiella pneumoniae	ST1102	-	-	-	-	-	-	-	0	0
SRR13237631	Klebsiella pneumoniae	ST11	LAP-2;TEM-1D.v1^	CTX-M-15	NDM-1	aac(6')-Ib'.v1;aadA*;armA	qnrS1	tet(A).v1	sul1*	4	2
SRR13246645	Klebsiella pneumoniae	ST397	-	CTX-M-15	NDM-1	rmtB^	qnrS1	-	-	0	2
SRR13246761	Klebsiella pneumoniae	ST3003	-	-	NDM-5	-	-	-	-	0	2
SRR13254197	Klebsiella pneumoniae	ST23	TEM-1D.v1^	CTX-M-3	-	-	-	-	-	5	1
SRR13301954	Klebsiella pneumoniae	ST881	LAP-2	CTX-M-14	-	aac(3)-IId^;strA.v1^;strB.v1	qnrS1	tet(A).v1;tet(D)*	sul1;sul2	0	1
SRR13302145	Klebsiella pneumoniae	ST37	TEM-1D.v1^	CTX-M-15;SHV-12	NDM-1	aac(3)-IIa.v1^;aac(6')-Ian;strB.v1	qnrB1.v2^	-	sul2	0	2
SRR13338362	Klebsiella pneumoniae	ST337	-	SHV-12	KPC-2	-	-	-	-	0	2
SRR13355054	Klebsiella variicola subsp. variicola	ST360-3LV	TEM-1D.v1^	CTX-M-14	NDM-1	aac(3)-IId^;aadA16*;strA.v1^;strB.v1^	qnrB6^	tet(D)	sul1;sul2*	0	2
SRR13356568	Klebsiella pneumoniae	ST11-1LV	DHA-1	-	-	aadA2	qnrB4	-	sul1;sul1	1	0
SRR13356582	Klebsiella pneumoniae	ST11-1LV	DHA-1;OXA-1	-	-	aac(6')-Ib-cr.v2^;aadA2	qnrB4	tet(A).v1	sul1;sul1	1	0
SRR13356594	Klebsiella pneumoniae	ST48	-	CTX-M-15	OXA-48	strA.v1^;strB.v1	qnrB1.v2^	-	sul1;sul2	1	2
SRR13356629	Klebsiella pneumoniae	ST147	DHA-1;LAP-2;OXA-1	-	-	aac(3)-IId^;aac(6')-Ib-cr.v2^;aph3-Ia.v1^;strA.v1*;strB.v1*	qnrB4;qnrS1	tet(D)	sul1;sul2	0	0
SRR13356644	Klebsiella pneumoniae	ST15	TEM-1D.v1^	-	-	aac(3)-IId^;aac(6')-Ib-cr.v2;aadA16*;strA.v1*;strB.v1*	qnrB6^	tet(D)	sul1;sul1;sul2	0	0
SRR13358226	Klebsiella variicola subsp. variicola	ST3523	-	CTX-M-14	-	-	-	-	-	0	1
SRR13429542	Klebsiella pneumoniae	ST219	-	CTX-M-15	NDM-1	aadA2^;aph(3')-VI;aph3-Ia.v1^;strA.v1*;strB.v1*	qnrS1	-	sul1;sul2	0	2
SRR13429558	Klebsiella pneumoniae	ST219	-	CTX-M-15	NDM-1	aadA2^;aph(3')-VI;aph3-Ia.v1^;strA.v1*;strB.v1*	qnrS1	-	sul1;sul2	0	2
SRR13435332	Klebsiella pneumoniae	ST2249	-	CTX-M-24	-	aac(6')-Ib-cr.v2;aadA16*	-	tet(A).v2	sul1;sul1	0	1
SRR13447672	Klebsiella pneumoniae	ST1537	-	-	-	-	-	-	-	0	0
SRR13563379	Klebsiella pneumoniae	ST219	-	CTX-M-15	NDM-1	aadA2^;aph(3')-VI;aph3-Ia.v1^;strA.v1*;strB.v1*	qnrS1	-	sul1;sul2	0	2
SRR13668390	Klebsiella pneumoniae	ST392-1LV	OXA-1	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2	qnrB1.v2^	tet(A).v1	-	0	1
SRR13673924	Klebsiella pneumoniae	ST437	OXA-1;TEM-105*	CTX-M-15	-	aac(6')-Ib-cr.v2;aph3-Ia.v1^	-	tet(D)	sul1	0	1
SRR13673930	Klebsiella pneumoniae	ST3072	TEM-1D.v1^	CTX-M-3	-	aph3-Ia.v1^;strA.v1^;strB.v1	qnrS1	tet(D)	sul1;sul2*	0	1
SRR13673935	Klebsiella pneumoniae	ST437	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(6')-Ib-cr.v2;aph3-Ia.v1^	-	tet(D)	sul1	0	1
SRR13673945	Klebsiella pneumoniae	ST872	-	-	-	-	-	-	-	0	0
SRR13673947	Klebsiella pneumoniae	ST437	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(6')-Ib-cr.v2;aph3-Ia.v1^	-	tet(D)	sul1	0	1
SRR13673948	Klebsiella pneumoniae	ST711	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	1	1
SRR13674231	Klebsiella pneumoniae	ST37	-	-	-	-	-	-	-	0	0
SRR13708364	Klebsiella pneumoniae	ST4296	-	-	OXA-181	-	qnrS1	-	-	0	2
